name,price,category,store_name,unit,date
Rice Su,209.0,Rice,Greenvalleys Hypermarket,per Kernal 1Kg,2025-08-30 15:09:33.891707
Bob's Red Mill Gluten Free Corn Flour ,2499.0,Flour,Greenvalleys Hypermarket,624gm,2025-08-30 15:09:42.430106
Daali ,594.0,Flour,Greenvalleys Hypermarket,4 Grain Atta 2Kg,2025-08-30 15:09:42.430106
Daali Diet Atta ,689.0,Flour,Greenvalleys Hypermarket,2KG,2025-08-30 15:09:42.430106
Earth's Almond Flour ,1299.0,Flour,Greenvalleys Hypermarket,180gm,2025-08-30 15:09:42.430106
Earth's Almond Raw Flour ,1599.0,Flour,Greenvalleys Hypermarket,370gm,2025-08-30 15:09:42.430106
Earth's Brown Rice Flour ,355.0,Flour,Greenvalleys Hypermarket,235gm,2025-08-30 15:09:42.430106
Earth's Coconut Flour Reg ,1299.0,Flour,Greenvalleys Hypermarket,450gm,2025-08-30 15:09:42.430106
Earth's Flaxseeds Flour ,629.0,Flour,Greenvalleys Hypermarket,400gm,2025-08-30 15:09:42.430106
Earth's Organic Coconut Flour ,1299.0,Flour,Greenvalleys Hypermarket,175gm,2025-08-30 15:09:42.430106
Earth's Organic Gluten Free Flour Blend ,689.0,Flour,Greenvalleys Hypermarket,500g,2025-08-30 15:09:42.430106
Earth's Organic Semolina Flour ,529.0,Flour,Greenvalleys Hypermarket,300g,2025-08-30 15:09:42.430106
Earth's Organic Tapioca Flour ,659.0,Flour,Greenvalleys Hypermarket,265g,2025-08-30 15:09:42.430106
Earth's Self Raising Flour G Free ,849.0,Flour,Greenvalleys Hypermarket,500g,2025-08-30 15:09:42.430106
Earths Flaxseed Flour ,249.0,Flour,Greenvalleys Hypermarket,300 GM,2025-08-30 15:09:42.430106
ECO All Purpose Flour ,769.0,Flour,Greenvalleys Hypermarket,2 kg,2025-08-30 15:09:42.430106
Eco Almond Flour ,1699.0,Flour,Greenvalleys Hypermarket,300g,2025-08-30 15:09:42.430106
Eco Barley Flour ,369.0,Flour,Greenvalleys Hypermarket,700g,2025-08-30 15:09:42.430106
Eco Coconut Flour ,189.0,Flour,Greenvalleys Hypermarket,60gm,2025-08-30 15:09:42.430106
Eco Gluten Free Flour ,619.0,Flour,Greenvalleys Hypermarket,700g,2025-08-30 15:09:42.430106
Eco Gluten Free Rising Flour ,779.0,Flour,Greenvalleys Hypermarket,700g,2025-08-30 15:09:42.430106
ECO Millet Flour ,289.0,Flour,Greenvalleys Hypermarket,1kg,2025-08-30 15:09:42.430106
Eco Multi Grain Flour ,489.0,Flour,Greenvalleys Hypermarket,700gm,2025-08-30 15:09:42.430106
Eco Oats Flour ,899.0,Flour,Greenvalleys Hypermarket,700g,2025-08-30 15:09:42.430106
Eco Tapioca Flour ,449.0,Flour,Greenvalleys Hypermarket,300g,2025-08-30 15:09:42.430106
Eco Tempora Flour ,399.0,Flour,Greenvalleys Hypermarket,300g,2025-08-30 15:09:42.430106
ECO White Maize Flour ,399.0,Flour,Greenvalleys Hypermarket,1kg,2025-08-30 15:09:42.430106
Falak Corn Flour ,159.0,Flour,Greenvalleys Hypermarket,275Gm,2025-08-30 15:09:42.430106
Fauji Corn Flour ,159.0,Flour,Greenvalleys Hypermarket,275G,2025-08-30 15:09:42.430106
Fauji Rice Flour ,199.0,Flour,Greenvalleys Hypermarket,300Gm,2025-08-30 15:09:42.430106
Four Islands Corn Flour ,249.0,Flour,Greenvalleys Hypermarket,200Gm,2025-08-30 15:09:42.430106
Four Islands Gluten Free M-Purpose Flour ,799.0,Flour,Greenvalleys Hypermarket,1Kg,2025-08-30 15:09:42.430106
Four Islands Self Rising Flour M-Purpose ,649.0,Flour,Greenvalleys Hypermarket,1Kg,2025-08-30 15:09:42.430106
GoldTree Diet Flour ,1399.0,Flour,Greenvalleys Hypermarket,5kg,2025-08-30 15:09:42.430106
Green Valley Essential Hi- Fibre Atta ,769.0,Flour,Greenvalleys Hypermarket,5Kg,2025-08-30 15:09:42.430106
Green Valley Essential Whole Grain Flour ,549.0,Flour,Greenvalleys Hypermarket,5Kg,2025-08-30 15:09:42.430106
Greenvalley White Atta ,1549.0,Flour,Greenvalleys Hypermarket,10 Kg,2025-08-30 15:09:42.430106
Greenvalley White Atta ,699.0,Flour,Greenvalleys Hypermarket,5 Kg,2025-08-30 15:09:42.430106
Italiano Corn Flour ,199.0,Flour,Greenvalleys Hypermarket,300gm,2025-08-30 15:09:42.430106
Italiano Self Raising Flour ,239.0,Flour,Greenvalleys Hypermarket,400Gm,2025-08-30 15:09:42.430106
Italiano Tempora Flour Hot&Spicy ,175.0,Flour,Greenvalleys Hypermarket,200Gm,2025-08-30 15:09:42.430106
Italiano Tempura Flour Spicy Batter Mix ,199.0,Flour,Greenvalleys Hypermarket,200Gm,2025-08-30 15:09:42.430106
National Cornflour ,179.0,Flour,Greenvalleys Hypermarket,285g,2025-08-30 15:09:42.430106
Organic Plus Gluten Free Flour ,849.0,Flour,Greenvalleys Hypermarket,1000Gm,2025-08-30 15:09:42.430106
Organic Plus Gluten Free Flour ,415.0,Flour,Greenvalleys Hypermarket,500g,2025-08-30 15:09:42.430106
Rice Flour Premium ,199.0,Flour,Greenvalleys Hypermarket,300g,2025-08-30 15:09:42.430106
Sunbeam Barley Flour ,549.0,Flour,Greenvalleys Hypermarket,800G,2025-08-30 15:09:42.430106
Sunny Aata ,1349.0,Flour,Greenvalleys Hypermarket,10 Kg,2025-08-30 15:09:42.430106
Sunridge Chakki Atta ,699.0,Flour,Greenvalleys Hypermarket,5kg,2025-08-30 15:09:42.430106
Sunridge Fortified Chakki Atta ,589.0,Flour,Greenvalleys Hypermarket,5 Kg,2025-08-30 15:09:42.430106
Sunridge Natural Maida ,169.0,Flour,Greenvalleys Hypermarket,1KG,2025-08-30 15:09:42.430106
Sunridge Su,599.0,Flour,Greenvalleys Hypermarket,per White Branded 5kg,2025-08-30 15:09:42.430106
Uncle Barns Tempura Flour ,1099.0,Flour,Greenvalleys Hypermarket,1Kg,2025-08-30 15:09:42.430106
"Ahmad Tea Beauty Peach,Carob & Rose Petals ",749.0,Teas,Greenvalleys Hypermarket,20s' 30gm,2025-08-30 15:09:49.665527
Ahmad Tea London Lemon & Lime Twist Teabags ,859.0,Teas,Greenvalleys Hypermarket,20*2gm,2025-08-30 15:09:49.665527
Brooke Bond Supreme ,375.0,Teas,Greenvalleys Hypermarket,170 Gm,2025-08-30 15:09:49.665527
Brooke Bond Supreme Black Tea ,379.0,Teas,Greenvalleys Hypermarket,160Gm,2025-08-30 15:09:49.665527
Dilmah Exceptional English Breakfast ,1999.0,Teas,Greenvalleys Hypermarket,50T/B 100gm,2025-08-30 15:09:49.665527
Dilmah Pure Ginger & Honey Tea Bags ,599.0,Teas,Greenvalleys Hypermarket,25's 50gm,2025-08-30 15:09:49.665527
Four Islands Premium Blend Tea ,349.0,Teas,Greenvalleys Hypermarket,170gm,2025-08-30 15:09:49.665527
Four Islands Premium Blend Tea ,1699.0,Teas,Greenvalleys Hypermarket,900Gm,2025-08-30 15:09:49.665527
Jasmine Tea ,629.0,Teas,Greenvalleys Hypermarket,150Gm 2063,2025-08-30 15:09:49.665527
Jasmine Tea ,629.0,Teas,Greenvalleys Hypermarket,150Gm 2064,2025-08-30 15:09:49.665527
Lipton Yellow Lable ,2199.0,Teas,Greenvalleys Hypermarket,900gm Blend Tea,2025-08-30 15:09:49.665527
Tapal Danedar ,999.0,Teas,Greenvalleys Hypermarket,100 Tea Bags Pc,2025-08-30 15:09:49.665527
Tapal Danedar ,359.0,Teas,Greenvalleys Hypermarket,170g,2025-08-30 15:09:49.665527
Tapal Danedar ,899.0,Teas,Greenvalleys Hypermarket,430g,2025-08-30 15:09:49.665527
Tapal Danedar ,499.0,Teas,Greenvalleys Hypermarket,50 Teapack,2025-08-30 15:09:49.665527
Tapal Danedar Elaichi Flavoured Tea Bags ,599.0,Teas,Greenvalleys Hypermarket,50,2025-08-30 15:09:49.665527
Tapal Danedar Tea ,1699.0,Teas,Greenvalleys Hypermarket,900Gm,2025-08-30 15:09:49.665527
Tapal Danedar Tea ,1099.0,Teas,Greenvalleys Hypermarket,440Gm Jar,2025-08-30 15:09:49.665527
Tapal Danedar Tea ,189.0,Teas,Greenvalleys Hypermarket,85G,2025-08-30 15:09:49.665527
Tapal Danedar Tea Bags ,549.0,Teas,Greenvalleys Hypermarket,50 Enveloped Tea Bags,2025-08-30 15:09:49.665527
Tapal Danedar Tea Bags ,1099.0,Teas,Greenvalleys Hypermarket,80 Tea Bags,2025-08-30 15:09:49.665527
Tapal Danedar Tea Ep ,719.0,Teas,Greenvalleys Hypermarket,350g,2025-08-30 15:09:49.665527
Tapal Family Mixture ,1799.0,Teas,Greenvalleys Hypermarket,1Kg,2025-08-30 15:09:49.665527
Tapal Family Mixture Jar ,1099.0,Teas,Greenvalleys Hypermarket,450Gm,2025-08-30 15:09:49.665527
Tapal Family Mixture Tea ,899.0,Teas,Greenvalleys Hypermarket,430Gm,2025-08-30 15:09:49.665527
Tapal Green Tea Ginger Honey Bag ,249.0,Teas,Greenvalleys Hypermarket,30 S,2025-08-30 15:09:49.665527
Tapal Green Tea Mango Bag ,250.0,Teas,Greenvalleys Hypermarket,30 S,2025-08-30 15:09:49.665527
Tapal Green Tea Tropical Peach Bag ,250.0,Teas,Greenvalleys Hypermarket,30 S,2025-08-30 15:09:49.665527
Tapal Jasmine Green ,250.0,Teas,Greenvalleys Hypermarket,30 Tea Bags Pc,2025-08-30 15:09:49.665527
Tapal Jasmine Green Tea Jar ,299.0,Teas,Greenvalleys Hypermarket,100Gm,2025-08-30 15:09:49.665527
Tapal Lemon ,719.0,Teas,Greenvalleys Hypermarket,135gms Green Tea Bags,2025-08-30 15:09:49.665527
Tapal Lemon Green ,249.0,Teas,Greenvalleys Hypermarket,30 Tea Bags Pc,2025-08-30 15:09:49.665527
Tapal Mint Green Tea Bag ,249.0,Teas,Greenvalleys Hypermarket,30 S,2025-08-30 15:09:49.665527
Tapal Pure Green Tea ,249.0,Teas,Greenvalleys Hypermarket,30 Bags,2025-08-30 15:09:49.665527
Tapal Shades Of Green Tea Bags ,259.0,Teas,Greenvalleys Hypermarket,32Pcs,2025-08-30 15:09:49.665527
Tapal Tea Lemon Grass ,300.0,Teas,Greenvalleys Hypermarket,100Gm Jar,2025-08-30 15:09:49.665527
Tapal Tezdum ,380.0,Teas,Greenvalleys Hypermarket,190Gm,2025-08-30 15:09:49.665527
Tapal Tezdum Tea ,899.0,Teas,Greenvalleys Hypermarket,475Gm,2025-08-30 15:09:49.665527
Anhaar Full Cream Milk ,369.0,Milk,Greenvalleys Hypermarket,1Ltr,2025-08-30 15:09:57.223423
Dairy Omung ,284.0,Milk,Greenvalleys Hypermarket,1 Liter,2025-08-30 15:09:57.223423
Dairy Omung ,70.0,Milk,Greenvalleys Hypermarket,250Ml,2025-08-30 15:09:57.223423
Dairy Rozana Milk ,69.0,Milk,Greenvalleys Hypermarket,225ml,2025-08-30 15:09:57.223423
Dayfresh Milk ,345.0,Milk,Greenvalleys Hypermarket,1000ml,2025-08-30 15:09:57.223423
Dayfresh Milk With Cap ,105.0,Milk,Greenvalleys Hypermarket,250ml,2025-08-30 15:09:57.223423
Haleeb Asli Milk Cow Standard ,299.0,Milk,Greenvalleys Hypermarket,1000ml,2025-08-30 15:09:57.223423
Nestle Nesvita Milk ,95.0,Milk,Greenvalleys Hypermarket,200Ml,2025-08-30 15:09:57.223423
Nestle Nesvita Milk Calcium Plus ,299.0,Milk,Greenvalleys Hypermarket,1Ltr,2025-08-30 15:09:57.223423
Nurpur ,539.0,Milk,Greenvalleys Hypermarket,1500ml,2025-08-30 15:09:57.223423
Nurpur Chadder Cheese ,649.0,Milk,Greenvalleys Hypermarket,200gm New,2025-08-30 15:09:57.223423
Nurpur Flavoured Milk Badam Zafran ,89.0,Milk,Greenvalleys Hypermarket,180ml,2025-08-30 15:09:57.223423
Nurpur Flavoured Milk Chocolate ,85.0,Milk,Greenvalleys Hypermarket,180ml,2025-08-30 15:09:57.223423
Nurpur Full Cream Milk ,369.0,Milk,Greenvalleys Hypermarket,1Ltr,2025-08-30 15:09:57.223423
Nurpur Full Cream Milk ,89.0,Milk,Greenvalleys Hypermarket,250Ml Pouch,2025-08-30 15:09:57.223423
Nurpur strawberry Milk ,85.0,Milk,Greenvalleys Hypermarket,180ml,2025-08-30 15:09:57.223423
Ol,89.0,Milk,Greenvalleys Hypermarket,per's Badam Zafran Flavoured Milk 180ml,2025-08-30 15:09:57.223423
Ol,1099.0,Milk,Greenvalleys Hypermarket,per's Full Cream Milk Powder Tall&Strong 390g,2025-08-30 15:09:57.223423
Ol,359.0,Milk,Greenvalleys Hypermarket,per'S Lite Milk 1 Ltr,2025-08-30 15:09:57.223423
Ol,89.0,Milk,Greenvalleys Hypermarket,per's Mango Flavoured 180ml,2025-08-30 15:09:57.223423
Ol,509.0,Milk,Greenvalleys Hypermarket,per'S Milk 1.5 Liter,2025-08-30 15:09:57.223423
Ol,339.0,Milk,Greenvalleys Hypermarket,per'S Milk 1Ltr,2025-08-30 15:09:57.223423
Ol,90.0,Milk,Greenvalleys Hypermarket,per'S Milk 250 Ml Pouch,2025-08-30 15:09:57.223423
Ol,89.0,Milk,Greenvalleys Hypermarket,per's ProCal 200Ml,2025-08-30 15:09:57.223423
Ol,2049.0,Milk,Greenvalleys Hypermarket,pers Full Cream Milk Powder 800Gm,2025-08-30 15:09:57.223423
Ol,95.0,Milk,Greenvalleys Hypermarket,pers'Strawberry Milk 180ML,2025-08-30 15:09:57.223423
Oolala Baadams Zafran Milk ,85.0,Milk,Greenvalleys Hypermarket,180Ml,2025-08-30 15:09:57.223423
Polac Milk Sweetened Condensed ,319.0,Milk,Greenvalleys Hypermarket,390Gm,2025-08-30 15:09:57.223423
Prema Fresh Badam Zafran Milk ,119.0,Milk,Greenvalleys Hypermarket,180ml,2025-08-30 15:09:57.223423
Prema Fresh Milk ,95.0,Milk,Greenvalleys Hypermarket,250ml,2025-08-30 15:09:57.223423
Prema Milk ,375.0,Milk,Greenvalleys Hypermarket,1 Ltr,2025-08-30 15:09:57.223423
Prema Pure Chocolate Milk ,129.0,Milk,Greenvalleys Hypermarket,180ml,2025-08-30 15:09:57.223423
Prema Strawberry Milk ,119.0,Milk,Greenvalleys Hypermarket,180ml,2025-08-30 15:09:57.223423
Rainbow Catering Pack Milk ,959.0,Milk,Greenvalleys Hypermarket,385Ml,2025-08-30 15:09:57.223423
Rainbow Milk Original ,579.0,Milk,Greenvalleys Hypermarket,170 Ml,2025-08-30 15:09:57.223423
Rainbow Quality Milk Cardamom ,579.0,Milk,Greenvalleys Hypermarket,170G,2025-08-30 15:09:57.223423
Swiss Green Garden Coconut Milk ,599.0,Milk,Greenvalleys Hypermarket,400ml,2025-08-30 15:09:57.223423
Ajwaine ,649.0,pulses,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:10.237991
Baisan ,319.0,pulses,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:10.237991
Bajra Flour ,179.0,pulses,Greenvalleys Hypermarket,0.505 K.g.,2025-08-30 15:10:10.237991
Baking Pa,199.0,pulses,Greenvalleys Hypermarket,per Sheets 5 Metre,2025-08-30 15:10:10.237991
Bayara Thyme ,1099.0,pulses,Greenvalleys Hypermarket,500gm,2025-08-30 15:10:10.237991
Bayara Vanilla Pods ,1799.0,pulses,Greenvalleys Hypermarket,3 GM,2025-08-30 15:10:10.237991
Black Pep,3679.0,pulses,Greenvalleys Hypermarket,per Powder 1Kg,2025-08-30 15:10:10.237991
Black Pep,3149.0,pulses,Greenvalleys Hypermarket,per Whole 1Kg,2025-08-30 15:10:10.237991
Bob's Red Mill Organic Pumpkin Seeds ,3249.0,pulses,Greenvalleys Hypermarket,340g,2025-08-30 15:10:10.237991
Camembert Predident Whole ,1749.0,pulses,Greenvalleys Hypermarket,125Gm,2025-08-30 15:10:10.237991
Cavallo Organic Chia Seeds ,1149.0,pulses,Greenvalleys Hypermarket,200gm,2025-08-30 15:10:10.237991
Cavallo Organic Chia Seeds ,1999.0,pulses,Greenvalleys Hypermarket,400gm,2025-08-30 15:10:10.237991
Cavallo Organic Coconut Flour ,549.0,pulses,Greenvalleys Hypermarket,453.5gm,2025-08-30 15:10:10.237991
Chaat Masala Powder ,949.0,pulses,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:10.237991
Chana White Medium ,299.0,pulses,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:10.237991
Chana White Vip ,599.0,pulses,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:10.237991
Cinnamon Socail Danish ,199.0,pulses,Greenvalleys Hypermarket,1 pcs,2025-08-30 15:10:10.237991
Coco Nut Powder ,1599.0,pulses,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:10.237991
Coriander Powder ,799.0,pulses,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:10.237991
Coriander Whole ,799.0,pulses,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:10.237991
Curry Pata Taiz ,1499.0,pulses,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:10.237991
Daal Chana ,309.0,pulses,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:10.237991
Daal Malka Masoor ,499.0,pulses,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:10.237991
Daal Mash Chilka ,499.0,pulses,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:10.237991
Daal Mash Dhuli White ,649.0,pulses,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:10.237991
Daal Mash Whole ,449.0,pulses,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:10.237991
Daal Masoor Special ,399.0,pulses,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:10.237991
Daal Mong ,1299.0,pulses,Greenvalleys Hypermarket,1kg,2025-08-30 15:10:10.237991
Daal Mong Chilka ,469.0,pulses,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:10.237991
Daal Mong Sabat without shell ,519.0,pulses,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:10.237991
Daal Mongi Yellow ,449.0,pulses,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:10.237991
Daali Black Pep,549.0,pulses,Greenvalleys Hypermarket,per 100Gm,2025-08-30 15:10:10.237991
Daali Chat Masala ,150.0,pulses,Greenvalleys Hypermarket,50G,2025-08-30 15:10:10.237991
Daali Daniya ,199.0,pulses,Greenvalleys Hypermarket,100Gm,2025-08-30 15:10:10.237991
Daali Garam Masala ,315.0,pulses,Greenvalleys Hypermarket,50G,2025-08-30 15:10:10.237991
Daali Quinoa Seed ,1249.0,pulses,Greenvalleys Hypermarket,500Gm,2025-08-30 15:10:10.237991
Daali Red Chilli ,343.0,pulses,Greenvalleys Hypermarket,200Gm,2025-08-30 15:10:10.237991
Daali Turmeric ,255.0,pulses,Greenvalleys Hypermarket,100Gm,2025-08-30 15:10:10.237991
Daali Zeera ,409.0,pulses,Greenvalleys Hypermarket,100Gm,2025-08-30 15:10:10.237991
Daar Cheeni Whole ,1449.0,pulses,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:10.237991
Daily Fresh Hommos Tahineh ,749.0,pulses,Greenvalleys Hypermarket,400 Grams,2025-08-30 15:10:10.237991
Dal Moth ,1299.0,pulses,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:10.237991
DewDrop COCONUT POWDER ,599.0,pulses,Greenvalleys Hypermarket,300G,2025-08-30 15:10:10.237991
Earth's Basil Seeds ,355.0,pulses,Greenvalleys Hypermarket,200gm,2025-08-30 15:10:10.237991
Earth's Black Quiona ,1099.0,pulses,Greenvalleys Hypermarket,250gm,2025-08-30 15:10:10.237991
Earth's Organic Black Chia Seed ,1499.0,pulses,Greenvalleys Hypermarket,275gm,2025-08-30 15:10:10.237991
Earth's Organic Black Quinoa ,549.0,pulses,Greenvalleys Hypermarket,125gm,2025-08-30 15:10:10.237991
Earth's Organic Neem Leaf Powder ,579.0,pulses,Greenvalleys Hypermarket,175gm,2025-08-30 15:10:10.237991
Earth's Senna Makki Powder Organic Jar ,449.0,pulses,Greenvalleys Hypermarket,160gm,2025-08-30 15:10:10.237991
Earth's Sunflower Seeds ,449.0,pulses,Greenvalleys Hypermarket,150gm,2025-08-30 15:10:10.237991
Earth's Sunflower Seeds Original ,369.0,pulses,Greenvalleys Hypermarket,100gm,2025-08-30 15:10:10.237991
Earth's Sunflower Seeds Original ,359.0,pulses,Greenvalleys Hypermarket,85gm,2025-08-30 15:10:10.237991
"Earth,s Black Seed Powder ",499.0,pulses,Greenvalleys Hypermarket,170gm,2025-08-30 15:10:10.237991
"Earth,s Black Seed Powder ",579.0,pulses,Greenvalleys Hypermarket,190gm,2025-08-30 15:10:10.237991
"Earth,s Kalonji Seeds ",599.0,pulses,Greenvalleys Hypermarket,260gm,2025-08-30 15:10:10.237991
"Earth,s Senna Leaves ",225.0,pulses,Greenvalleys Hypermarket,45gm,2025-08-30 15:10:10.237991
Earths Flaxseeds ,349.0,pulses,Greenvalleys Hypermarket,225gm,2025-08-30 15:10:10.237991
Earths Organic Wheat Grass Powder ,1499.0,pulses,Greenvalleys Hypermarket,100g,2025-08-30 15:10:10.237991
Earths Psyllium Husk Powder ,1449.0,pulses,Greenvalleys Hypermarket,150 GM,2025-08-30 15:10:10.237991
Elaichi Big ,9499.0,pulses,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:10.237991
Elaichi Green ,18999.0,pulses,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:10.237991
Four Islands Chat Masala ,185.0,pulses,Greenvalleys Hypermarket,100g,2025-08-30 15:10:10.237991
Fresh Butter Garlic & Herb ,1299.0,pulses,Greenvalleys Hypermarket,100Gm,2025-08-30 15:10:10.237991
Garam Masala Powder ,2999.0,pulses,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:10.237991
Garam Masala Whole ,2999.0,pulses,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:10.237991
Gond Katira ,2239.0,pulses,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:10.237991
Green Fields Ground Cardamon ,799.0,pulses,Greenvalleys Hypermarket,50 Gm,2025-08-30 15:10:10.237991
Green Shield Food Surface Wipes ,399.0,pulses,Greenvalleys Hypermarket,70S,2025-08-30 15:10:10.237991
GV Daal Masoor Moti ,469.0,pulses,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:10.237991
GV Budget Essential White Chana ,314.0,pulses,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:10.237991
GV Premium Chana Black ,339.0,pulses,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:10.237991
GV Premium Chana White ,549.0,pulses,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:10.237991
GV Premium Daal Chana Breek ,339.0,pulses,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:10.237991
GV Premium Daal Mash Dhuli White ,589.0,pulses,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:10.237991
GV Premium Daal Mash Whole ,539.0,pulses,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:10.237991
GV Premium Masoor Salam Farmi ,339.0,pulses,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:10.237991
GV Premium Red Beans Lobia ,659.0,pulses,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:10.237991
GV Premium White Beans Lobia ,399.0,pulses,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:10.237991
Gyma Bayara Basil ,999.0,pulses,Greenvalleys Hypermarket,500gm,2025-08-30 15:10:10.237991
Gyma Bayara Oregano Pizza ,799.0,pulses,Greenvalleys Hypermarket,500gm,2025-08-30 15:10:10.237991
Gyma Bayara Paprika Powder ,1779.0,pulses,Greenvalleys Hypermarket,1 Kg,2025-08-30 15:10:10.237991
Hunters Organic Chia Seeds ,2049.0,pulses,Greenvalleys Hypermarket,300gm,2025-08-30 15:10:10.237991
Italiano Five Spice Powder Salt Free Blend ,339.0,pulses,Greenvalleys Hypermarket,65gm,2025-08-30 15:10:10.237991
Italiano Parmesan Cheese Powder Grated ,999.0,pulses,Greenvalleys Hypermarket,80Gm,2025-08-30 15:10:10.237991
Kalwanji ,1449.0,pulses,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:10.237991
Knorr Chicken Stock Powder ,1799.0,pulses,Greenvalleys Hypermarket,1kg,2025-08-30 15:10:10.237991
Knorr Cream Of Chicken Soup ,149.0,pulses,Greenvalleys Hypermarket,50gm,2025-08-30 15:10:10.237991
Knorr Cubes Pulao Soup Stock ,75.0,pulses,Greenvalleys Hypermarket,18Gm,2025-08-30 15:10:10.237991
Knorr Demi Glace Base ,2449.0,pulses,Greenvalleys Hypermarket,1 Kg,2025-08-30 15:10:10.237991
Knorr Noodle Chicken ,75.0,pulses,Greenvalleys Hypermarket,7G,2025-08-30 15:10:10.237991
Koka Noodles Curry Flavor ,619.0,pulses,Greenvalleys Hypermarket,70G,2025-08-30 15:10:10.237991
Koka Noodles Flavour Chicken ,619.0,pulses,Greenvalleys Hypermarket,70Gm,2025-08-30 15:10:10.237991
Koka Noodles Flavourspicy ,619.0,pulses,Greenvalleys Hypermarket,70 Gm,2025-08-30 15:10:10.237991
Long Clove ,4749.0,pulses,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:10.237991
Maida ,199.0,pulses,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:10.237991
Masoor Sabat Desi Special ,499.0,pulses,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:10.237991
Masoor Salam Farmi ,349.0,pulses,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:10.237991
Methery ,449.0,pulses,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:10.237991
Mishri ,599.0,pulses,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:10.237991
Ajwaine ,649.0,spices,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:17.684327
Bayara Thyme ,1099.0,spices,Greenvalleys Hypermarket,500gm,2025-08-30 15:10:17.684327
Chaat Masala Powder ,949.0,spices,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:17.684327
Coriander Powder ,799.0,spices,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:17.684327
Coriander Whole ,799.0,spices,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:17.684327
Curry Pata Taiz ,1499.0,spices,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:17.684327
Daali Chat Masala ,150.0,spices,Greenvalleys Hypermarket,50G,2025-08-30 15:10:17.684327
Daali Daniya ,199.0,spices,Greenvalleys Hypermarket,100Gm,2025-08-30 15:10:17.684327
Daali Garam Masala ,315.0,spices,Greenvalleys Hypermarket,50G,2025-08-30 15:10:17.684327
Daali Red Chilli ,343.0,spices,Greenvalleys Hypermarket,200Gm,2025-08-30 15:10:17.684327
Daali Turmeric ,255.0,spices,Greenvalleys Hypermarket,100Gm,2025-08-30 15:10:17.684327
Daali Zeera ,409.0,spices,Greenvalleys Hypermarket,100Gm,2025-08-30 15:10:17.684327
Daar Cheeni Whole ,1449.0,spices,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:17.684327
"Earth,s Black Seed Powder ",499.0,spices,Greenvalleys Hypermarket,170gm,2025-08-30 15:10:17.684327
"Earth,s Black Seed Powder ",579.0,spices,Greenvalleys Hypermarket,190gm,2025-08-30 15:10:17.684327
Elaichi Big ,9499.0,spices,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:17.684327
Elaichi Green ,18999.0,spices,Greenvalleys Hypermarket,1Kg,2025-08-30 15:10:17.684327
